id	entry_id	annotationtype_id	start	end	value	string
1381374	143193	52	36	36	newline	""
1381375	143193	52	37	37	tab	""
1381376	143193	52	75	75	newline	""
1381377	143193	52	76	76	tab	""
1381378	143193	51	76	121	italic	Ávyeta ó ávyevécunú íhyajchííjyúubá
1381379	143193	52	121	121	newline	""
1381380	143193	52	122	122	tab	""
1381381	143193	51	122	161	italic	ávyéjuube íílle ááhí̵véíñeri.
1381382	143193	52	167	167	newline	""
1381383	143193	52	168	168	tab	""
1381384	143193	52	201	201	newline	""
1381385	143193	52	202	202	tab	""
3630556	143193	53	1	14	head	ávyevécu̱nu
3630557	143193	53	16	19	pos	ve.
3630558	143193	53	19	35	translation	sentir angustia
3630559	143193	53	37	52	translation	sentir ansiedad
3630560	143193	53	54	74	translation	sentir preocupación
3630561	143193	53	76	161	example-src	Ávyeta ó ávyevécunú íhyajchííjyúubá ávyéjuube íílle ááhí̵véíñeri.
3630562	143193	53	161	227	example-tgt	 Estoy muy preocupado porque creo que el jefe va a visitarnos hoy.
3673302	143193	54	1	14	headorthographic	# á vy e v é c u̱ n u #
1381386	143194	51	0	11	bold	ávyevétso
1381387	143194	51	12	16	italic	abs.
3630563	143194	53	0	11	head	ávyevétso
3630564	143194	53	12	16	pos	abs.
3673303	143194	54	0	11	headorthographic	# á vy e v é ts o #
1381388	143195	52	0	0	tab	""
1381389	143195	52	0	0	tab	""
1381390	143195	51	0	13	bold	[ávyévetso]
1381391	143195	51	14	17	italic	vt.
1381392	143195	52	38	38	hyphen	""
1381393	143195	52	38	38	newline	""
1381394	143195	52	38	38	tab	""
1381395	143195	52	77	77	newline	""
1381396	143195	52	78	78	tab	""
3630565	143195	53	1	12	head	ávyévetso
3630566	143195	53	14	17	pos	vt.
3630567	143195	53	20	28	translation	afligir
3630568	143195	53	30	42	translation	hacer sufrir
3630569	143195	53	44	55	translation	causar pena
3630570	143195	53	59	85	translation	hacer sentir algo picante
3673304	143195	54	1	12	headorthographic	# á vy é v e ts o #
1381397	143196	51	0	18	bold	ávi̵j, aví̵ávi̵
1381398	143196	51	19	24	italic	onom.
1381399	143196	52	44	44	hyphen	""
1381400	143196	52	44	44	newline	""
1381401	143196	52	44	44	tab	""
1381402	143196	51	77	83	italic	Daalli
1381403	143196	52	83	83	newline	""
1381404	143196	52	84	84	tab	""
1381405	143196	51	84	104	italic	áákityé ‘ávi̵j’.
1381406	143196	52	127	127	hyphen	""
1381407	143196	52	127	127	newline	""
1381408	143196	52	127	127	tab	""
3630571	143196	53	0	6	head	ávi̵j
3630572	143196	53	8	18	head	aví̵ávi̵
3630573	143196	53	19	24	pos	onom.
3630574	143196	53	24	75	translation	expresa el movimiento de las ramas de los árboles
3630575	143196	53	77	104	example-src	Daalli áákityé ávi̵j.
3630576	143196	53	104	140	example-tgt	 El pelejo cayó moviendo las ramas.
3673305	143196	54	0	6	headorthographic	# á v i ̵ j #
3673306	143196	54	8	18	headorthographic	# a v í̵ á v i ̵ #
1381409	143197	51	0	14	bold	ávo, avóávo
1381410	143197	51	15	20	italic	onom.
1381411	143197	52	40	40	newline	""
1381412	143197	52	41	41	tab	""
1381413	143197	52	77	77	newline	""
1381414	143197	52	78	78	tab	""
1381415	143197	52	111	111	hyphen	""
1381416	143197	52	111	111	newline	""
1381417	143197	52	111	111	tab	""
1381418	143197	52	148	148	newline	""
1381419	143197	52	149	149	tab	""
3630577	143197	53	0	4	head	ávo
3630578	143197	53	6	14	head	avóávo
3630579	143197	53	15	20	pos	onom.
3630580	143197	53	23	91	translation	expresa deseo de abrigarse o taparse siempre con algo como una capa
3630581	143197	53	93	116	translation	una gorra o un sombrero
3630582	143197	53	120	153	translation	expresa deseo de cerrar los ojos
3673307	143197	54	0	4	headorthographic	# á v o #
3673308	143197	54	6	14	headorthographic	# a v ó á v o #
1381420	143198	51	0	28	bold	ávohjácaméi, ávóhcaméi
1381421	143198	51	29	33	italic	abs.
1381422	143198	52	41	41	newline	""
1381423	143198	52	42	42	tab	""
3630583	143198	53	0	14	head	ávohjácaméi
3630584	143198	53	16	28	head	ávóhcaméi
3630585	143198	53	29	33	pos	abs.
3673309	143198	54	0	14	headorthographic	# á v o h j á c a m é i #
3673310	143198	54	16	28	headorthographic	# á v ó h c a m é i #
1381424	143199	52	0	0	tab	""
1381425	143199	52	0	0	tab	""
1381426	143199	51	0	32	bold	[ávohjácáme̱i, ávóhcáme̱i]
1381427	143199	51	33	36	italic	vr.
1381428	143199	52	36	36	newline	""
1381429	143199	52	37	37	tab	""
1381430	143199	52	74	74	hyphen	""
1381431	143199	52	74	74	newline	""
1381432	143199	52	74	74	tab	""
1381433	143199	51	93	112	italic	Tsodáhómú ávóh
1381434	143199	52	112	112	hyphen	""
1381435	143199	52	112	112	newline	""
1381436	143199	52	112	112	tab	""
1381437	143199	51	112	142	italic	cámeí íwatájcojí̵í̵nevu.
1381438	143199	52	155	155	newline	""
1381439	143199	52	156	156	tab	""
3630586	143199	53	1	16	head	ávohjácáme̱i
3630587	143199	53	18	31	head	ávóhcáme̱i
3630588	143199	53	33	36	pos	vr.
3630589	143199	53	39	58	translation	ponerse boca abajo
3630590	143199	53	62	70	translation	taparse
3630591	143199	53	72	91	translation	ponerse algo encima
3630592	143199	53	93	142	example-src	Tsodáhómú ávóhcámeí íwatájcojí̵í̵nevu.
3630593	143199	53	142	179	example-tgt	 Los soldados se pusieron los cascos.
3673311	143199	54	1	16	headorthographic	# á v o h j á c á m e̱ i #
3673312	143199	54	18	31	headorthographic	# á v ó h c á m e̱ i #
1381440	143200	51	0	19	bold	ávohjáco, avóhco
1381441	143200	51	20	24	italic	abs.
1381442	143200	52	41	41	hyphen	""
1381443	143200	52	41	41	newline	""
1381444	143200	52	41	41	tab	""
3630594	143200	53	0	10	head	ávohjáco
3630595	143200	53	12	19	head	avóhco
3630596	143200	53	20	24	pos	abs.
3630597	143200	53	27	34	translation	volteo
3630598	143200	53	38	49	translation	tapamiento
3630599	143200	53	51	59	translation	tapadura
3673313	143200	54	0	10	headorthographic	# á v o h j á c o #
3673314	143200	54	12	19	headorthographic	# a v ó h c o #
